Name,Speed,Stamina,Strength,Aggression,Creativity,Luck,Focus,Influence,Refelxes,Phobia,Vice,Role,Personality,Class,Affinity
Michael Ruiz,9,6,9,8,1,2,3,8,7,Flying,Tuna,Superfan,Sage,Pessimist,None
Clandestine Huge Whale,7,7,7,7,8,6,9,9,6,The Letter 'S',Bangs,Player,Idealistic,General,Mind
Understanding Braun,10,2,8,3,6,2,10,2,6,Typos,Soldiers,Player,Wise,Hype,Body
Shepherd Insurance,9,8,8,1,9,5,5,4,4,Subtitles,Exorcisms,Superfan,Focused,Fair-weather,Body
Oust O'Callaghan,2,4,1,4,3,6,5,6,3,Feet,90s Rock,Management,Compassionate,Director,None
Katherine The Small,6,7,7,1,6,2,7,4,5,Typos,Memes,Player,Romantic,Consistency,None
Phlegm The Not So Great,8,8,7,5,8,7,4,7,5,Calories,Massages,Superfan,Stoic,There for the booze,Body
Gatlin Lù,10,4,7,7,6,4,4,6,3,Carbohydrates,Justice,Player,Sage,Specialist,Soul
Susan Axelrod,4,4,3,7,10,6,2,7,10,Pianos,Zoos,Superfan,Modest,Gambler,Mind
Metaverse Potato,4,5,7,6,9,6,8,6,6,Exotic Dancers,Passports,Superfan,Wise,Scarf Guy,Mind
Pitter Patter Huffer,9,9,4,6,8,2,9,4,9,Electrocution,Cleaning,Player,Sage,Investigator,Body
Hullaballoo Magic,2,5,7,3,4,6,9,9,9,Scooters,Kittens,Player,Appreciative,General,Mind
Sentimental Victory,3,1,4,5,9,2,9,9,7,Toothbrushes,Construction,Staff,Romantic,Cook,Mind
Eleanor Shrimpgun,7,8,5,8,10,7,4,4,8,Numbers,1AM,Superfan,Appreciative,Full kit wanker,Soul
Marmalade Abdullah,9,3,5,10,8,8,9,5,4,Statuary,Children,Superfan,Stoic,Hardcore,Mind
Edward Ogreson,9,5,3,4,8,9,4,8,6,Wood,AM Radio,Staff,Placid,Zookeeper,Mind
Kenneth Pounder,8,7,7,5,3,9,8,10,9,Pianos,Caffeine,Player,Passionate,General,Body
Aye-aye Huffer,5,2,2,5,4,4,8,7,10,Betting,Pancakes,Player,Romantic,Support,Mind
Justin Wood,7,2,4,2,7,2,10,3,10,Vodka,Mushrooms,Superfan,Idealistic,Scarf Guy,Mind
Slippery Sweeper,1,1,3,4,10,8,3,2,2,Passwords,Buffets,Staff,Appreciative,Sports Journalist,Soul
Houria Cocque,4,9,6,9,6,9,2,7,6,Affairs,Toxoplasmosis,Superfan,Stoic,Full kit wanker,Soul
Sammie Glazing,8,9,5,3,4,6,5,7,5,Bright Lights,Beat Poetry,Staff,Appreciative,Masseuse,Body
Azza Towel,9,8,8,9,10,7,7,5,5,Petrol,Museums,Superfan,Idealistic,Fair-weather,None
Hitomi Thompson,6,4,8,9,10,10,5,4,3,Salt,Venus,Staff,Confident,Match reporter,Soul
Mojo Tidy,6,7,9,2,7,1,3,4,3,Sour Candy,Hit and Runs,Player,Modest,Support,Body
Listen Linda Peterson,5,9,1,9,10,4,3,3,3,Curry,Sand Pipers,Superfan,Focused,There for the booze,Soul
Debra Beauregard,3,9,4,3,9,6,6,4,2,Crying,Laughing Gas,Player,Compassionate,Consistency,Soul
Unreal  DNA,8,9,9,7,8,7,7,10,9,Meteor Showers,Gravel,Superfan,Stoic,There for the booze,Body
Marmalade McKneese,1,4,3,4,2,3,8,6,9,Children,Facepaint,Player,Wise,Consistency,Mind
Chunky Bennet,7,4,3,7,8,7,2,3,2,Gin,Mice,Superfan,Passionate,Barstool,Soul
Triceratops Najafzadeh,6,6,3,6,9,6,7,3,3,Tomato Juice,Chainsmoking,Player,Stoic,Closer,Body
Sakura Exotic,4,6,4,9,7,5,7,4,5,Theme Parks,Gossip,Player,Sage,Hype,Soul
Mrs. Helvetica,2,7,7,9,9,7,2,3,2,Rain,Billboards,Superfan,Innovative,Hardcore,Soul
Sir. Three Eyes Blaine,1,6,8,2,8,7,2,2,6,Pigeons,Pancakes,Staff,Romantic,Brand manager,Soul
Certain Misfortune Oysterbury,4,9,7,9,5,8,2,10,6,Relatives,Gray,Superfan,Modest,Pessimist,None
Hero Plug,3,7,6,6,8,8,6,8,2,T-shirts,Church,Superfan,Romantic,Fair-weather,Body
Spikey The Not So Great,3,10,10,6,7,7,4,6,5,The 80s,Teachers,Superfan,Placid,Barstool,Soul
Markcosmisplats Suitweasel,9,3,9,6,6,9,2,2,3,Cherries,Cigars,Player,Passionate,Support,Soul
Shanice Shoelace,9,2,5,1,7,5,7,7,7,Opium,Dumbells,Player,Focused,General,Mind
Listen Linda Bucket,7,8,2,5,2,6,8,8,2,Grass,Sweat,Superfan,Idealistic,Barstool,Body
Tidy Smithsonian,3,8,2,2,3,3,9,9,7,Paper,Jokers,Superfan,Wise,Pessimist,Body
Sir. Three Eyes Brush,2,1,2,2,9,3,2,6,9,Cuttlery,Cars,Management,Compassionate,Director,Mind
Fishery Jimenez,8,4,8,5,7,5,6,8,6,Forks,Movies,Staff,Placid,Mental coach,Body
Samuel Stewart,3,6,6,3,6,5,6,4,8,Debt,Mythology,Superfan,Wise,Hardcore,Body
Priscilla Gomez,6,1,3,5,2,5,4,9,9,Beer,Carpets,Staff,Appreciative,Yoga instructor,Mind
Sunshine Ginsberg,6,8,8,4,1,4,1,6,8,Candles,Abatoirs,Player,Focused,Hype,Body
Silly Ramos,3,3,9,2,3,5,6,7,4,The Letter 'S',Fire,Player,Wise,General,Mind
Coaster Sir,8,2,3,7,9,10,6,6,3,Breakfast,Music,Player,Romantic,Hype,Soul
Stumble Potato,9,8,6,5,6,9,7,8,9,Mirrors,Billboards,Superfan,Innovative,There for the booze,Body
Ribeye Lopez,8,6,6,5,7,8,9,8,5,Socks,Children,Superfan,Confident,There for the booze,Body
Coaster Forehead-Greives,9,10,8,3,3,3,2,5,10,Dreadlocks,Dust,Superfan,Focused,Die-hard,Body
Friederike Fury,7,5,3,10,5,8,7,2,1,Crows,Tuna,Superfan,Idealistic,Die-hard,Soul
Dharv Cienfuegos,8,8,7,4,5,6,5,10,5,Balconies,Tequila,Staff,Appreciative,Clickbaiter,Body
Noob Beauregard,8,4,9,4,3,1,4,9,3,Toilet Paper,Glasses,Superfan,Compassionate,Fair-weather,Body
Seymour Crackle,5,9,5,3,9,1,7,1,10,Squat racks,3rd Base,Management,Modest,Assistant Coach,Body
Brantley Sprinter,3,6,1,7,2,10,6,4,3,Scissors,Public Speaking,Player,Innovative,Consistency,Mind
Wabbit Beckon,9,8,7,3,8,5,2,7,10,Dreadlocks,Attics,Player,Idealistic,Investigator,Body
Trish Dodecahedron,5,3,4,6,8,2,5,5,4,Self-driving Vehicles,Depth,Staff,Compassionate,Hype person,Mind
Shirley Hanlon,2,7,9,9,8,4,4,3,4,Lava Lamps,Brazil,Player,Sage,Consistency,Soul
Nicole Whippersnapper,2,3,5,2,2,5,2,10,1,Sandals,Buffets,Superfan,Appreciative,Fair-weather,Body
Zayd Braun,10,1,1,2,8,10,4,6,3,Truck Drivers,Public Speaking,Staff,Placid,Ball handler,Soul
Buddy XII,6,5,6,7,7,9,3,3,4,Styrofoam,Sci-Fi,Superfan,Innovative,Fair-weather,Soul
Oust Yeshua,7,9,7,4,5,4,9,6,8,Sandals,90s Rock,Superfan,Appreciative,There for the booze,Body
Kathleen The Not So Great,4,3,7,2,2,5,5,8,10,Basements,Candles,Player,Wise,General,Body
Nil The Not So Great,1,9,1,4,5,10,5,7,2,Betting,Halloween,Superfan,Sage,Pessimist,Soul
Marcel Caparasso,4,5,5,8,6,6,7,4,8,Snakes,Jewelery,Staff,Innovative,Cook,Mind
Paul Bagpipes,8,7,4,6,9,7,6,2,4,Champagne,Coral Reefs,Staff,Humorous,Intern,Soul
Ryan Marmalade,1,2,9,6,2,6,5,1,2,Diet Soda,Reality TV,Superfan,Appreciative,Fair-weather,Soul
Santa Gonzales,5,8,5,5,6,4,1,3,3,Scooters,Cheerleaders,Superfan,Modest,Gambler,Soul
Sadio Wobbegong,1,5,1,2,10,8,6,7,8,Denmark,Wetness,Staff,Passionate,Investigative journalist,Mind
Noddy Crackle,4,2,3,8,4,8,4,9,7,Blankets,Sister-in-Laws,Superfan,Idealistic,Corporate guest,Mind
Snuggles Barrere,4,10,6,7,7,8,1,5,6,Modems,Craft Beer,Player,Sage,Specialist,Soul
Mundane Binjuice,3,7,8,4,5,3,8,2,2,Self-driving Vehicles,Summer Breeze,Player,Innovative,Support,Body
Marcel Crutches,6,4,9,7,4,8,5,6,5,Screeching,Paychecks,Superfan,Compassionate,There for the booze,Soul
Eleanor Fonua,2,7,10,5,8,6,8,2,8,Sleep,Night Driving,Player,Focused,Closer,Soul
Dr. Hellbender,6,3,2,6,7,9,5,4,1,VR Technology,Beards,Superfan,Focused,Gambler,Soul
Jemimah Teeth,8,9,9,7,1,7,3,8,5,Kangroos,Warmth,Staff,Placid,Masseuse,Body
Double Log,7,9,7,5,7,4,5,8,9,Algorythms,Catapults,Superfan,Focused,Barstool,Body
Pleasing Miller,5,4,7,8,10,7,3,2,3,Basements,Boardgames,Superfan,Confident,There for the booze,Soul
Bobby The Small,3,3,4,1,4,9,9,7,9,Contortionists,Spicy Food,Staff,Innovative,Waterperson,Mind
Sir. Three Eyes Kitten,5,4,8,2,1,6,6,10,5,Boogers,Magic Tricks,Superfan,Sage,Hardcore,Body
Kevin Smith,7,9,4,10,8,3,5,4,1,Birds,Ants,Player,Humorous,Closer,Soul
Thomas Lee,4,3,2,7,8,6,3,2,6,Cherries,Buffets,Superfan,Passionate,Hardcore,None
Eric Dardar,5,5,5,7,6,8,10,8,7,Protein Powder,Jewelery,Superfan,Confident,Barstool,Soul
Cynthia Firebird,10,6,9,10,8,8,7,5,5,Neighbors,Custom Vans,Superfan,Modest,There for the booze,Soul
Angela Armadillo,8,8,2,8,9,6,4,4,3,Protein Powder,Charities,Player,Passionate,Specialist,Soul
Foster McKenzie,2,6,10,8,3,3,9,3,3,Spatulas,Glasses,Player,Sage,Investigator,Soul
Faith Peterson,8,5,8,5,6,7,6,9,10,Moustaches,Night Driving,Player,Sage,General,Mind
Davian Lasagna,5,2,5,4,3,3,4,2,7,Petrol,Laxatives,Player,Romantic,Investigator,Mind
Tristian Hubert,4,2,3,3,5,7,2,6,5,Fights,Barbecue Sauce,Superfan,Idealistic,Hardcore,Body
Annabelle Acharya,8,9,6,5,4,3,10,5,5,Protein Powder,Attics,Superfan,Humorous,Barstool,Body
Rachel Snot,1,2,5,10,2,7,7,10,5,Affairs,Tequila,Superfan,Wise,Corporate guest,Mind
Anil Probes,8,6,6,10,9,9,7,7,9,Kangroos,Clouds,Superfan,Wise,Fair-weather,Soul
Gregory Flores,5,4,5,8,7,5,6,9,6,Cat Hair,Venus,Superfan,Innovative,Fair-weather,Mind
Majestic Hubert,5,10,8,2,2,7,8,8,9,Scissors,Meditating,Superfan,Innovative,There for the booze,Body
Metaverse Palomer,3,8,3,7,9,8,3,5,8,Tomato Juice,Guns,Player,Stoic,Closer,Soul
Bumbershoot Howard,6,3,1,2,1,4,7,3,4,Socks,Photosynthesis,Player,Humorous,General,Mind
Ichiro Tsukumo,5,9,7,5,7,1,7,3,3,Concerts,Sunsets,Superfan,Stoic,Barstool,Body
Nicole Turner,3,4,7,3,8,8,8,9,8,Dinosaurs,The Void,Staff,Confident,Contract negotiater,Mind
Sammie Perez,7,7,5,10,8,6,9,8,10,Ears,Tree Sap,Staff,Passionate,Cook,Mind
Rebecca Ruiz,2,1,5,9,1,4,6,9,6,Credit cards,Choking,Superfan,Stoic,Gambler,Mind
Teeth Guǎngchǎng,8,8,7,10,9,9,9,5,9,Bibles,Cleaning,Superfan,Romantic,Gambler,None
Sod Jaws,4,2,4,5,10,4,9,9,3,Midnight,Construction,Superfan,Compassionate,Barstool,Mind
Zane Brassard,6,3,5,7,3,3,6,10,8,Goats,Greeting Cards,Player,Appreciative,General,Body
Silly String,4,6,2,6,2,6,5,8,8,Chains,Vigilantes,Staff,Sage,Physio,Mind
Bashful Soap,5,2,5,9,6,4,2,9,6,Swimming,White wine,Player,Humorous,Investigator,Mind
Brenda Smithsonian,6,9,8,7,6,6,8,7,8,Magnetism,Mushrooms,Staff,Modest,Zookeeper,Body
Refund Harris,9,10,10,2,3,3,6,6,5,Alarm clocks,Body Spray,Superfan,Humorous,Full kit wanker,Body
Chilly Armpit,8,10,9,2,4,2,6,7,8,Hot Dogs,Presidents,Superfan,Stoic,Full kit wanker,Body
Almas Whippersnapper,3,4,9,7,1,3,9,9,4,EDM,Depression,Superfan,Appreciative,Hardcore,Mind
Eleanor Swedge,3,7,3,3,3,5,5,6,7,Jeans,The Mafia,Superfan,Appreciative,Corporate guest,Mind
Baby Rock,2,4,2,1,2,9,9,4,8,Marching Bands,Dentists,Superfan,Humorous,Corporate guest,Mind
Katherine Rivera,9,5,4,7,5,7,5,4,3,Cat Hair,Charities,Superfan,Sage,Scarf Guy,Soul
Sod Zeus,3,2,4,7,8,5,4,3,2,Children,Amsterdam,Superfan,Stoic,Fair-weather,Soul
One Jaws,4,2,6,4,4,8,8,7,8,Love,Gossip,Superfan,Compassionate,There for the booze,Mind
Jonathan Egg,9,6,7,4,1,2,2,9,8,Toilet Paper,Jean shorts,Superfan,Sage,Optimist,Body
Helena Williams,1,4,5,1,2,8,6,6,5,Santa Claus,Catapults,Player,Compassionate,Support,Mind
Colson Demon,7,7,9,6,8,9,5,7,6,Candles,Toothbrushes,Management,Appreciative,Director,Soul
Crazy Horse Awolowo,9,5,6,3,5,3,6,9,4,Anime,Greeting Cards,Superfan,Placid,Barstool,None
Patricia Green,9,9,10,6,6,4,7,5,10,Vodka,Tipping,Player,Compassionate,Support,Body
Boudica Axelrod,5,5,4,9,9,3,4,1,2,Snow,Fungible Tokens,Superfan,Confident,Die-hard,Soul
Marmalade Oysterbury,7,8,5,6,5,4,8,8,9,Calories,Body Spray,Player,Confident,General,None
Amanda Nabopolassar,3,4,8,3,7,7,7,6,2,Radiohead,Weapons,Staff,Wise,Security guard,Body
O'Yacklebrunt Martin,6,9,10,5,7,5,8,5,4,T-shirts,Hawaiian Pizza,Staff,Innovative,Player liaison officer,Body
Obodas Roberts,2,2,6,8,1,1,9,7,4,Fish,Geese,Player,Compassionate,Hype,Mind
Deborah Hanlon,7,4,1,7,4,9,6,5,5,Affairs,Dreams,Superfan,Sage,Fair-weather,Soul
Trish Revenue,6,3,1,6,2,9,2,7,2,Post-it notes,Sitcoms,Superfan,Modest,Die-hard,Soul
Magic Braun,7,10,7,5,9,1,5,4,4,Windows,Snogging,Superfan,Idealistic,Corporate guest,Body
Davian Fukushima,5,3,8,2,7,2,6,1,5,Goats,Diet Soda,Superfan,Focused,There for the booze,None
Katherine Binjuice,7,8,7,1,8,2,7,3,1,News,Diabetes,Superfan,Focused,Fair-weather,Body
Gatlin So-sure,10,7,8,9,10,5,4,5,5,Swimming,Running water,Superfan,Passionate,There for the booze,Soul
Outstanding Johnstone,4,3,6,2,10,4,4,7,5,Spatulas,Tipping,Superfan,Modest,Die-hard,Mind
Magic Cellier,6,5,9,10,8,8,6,6,3,Algorythms,Snogging,Superfan,Idealistic,Barstool,Body
Eleanor Suitweasel,9,5,8,5,6,1,2,6,5,Flying,Jean shorts,Superfan,Confident,Hardcore,None
Toenail Demon,7,5,7,10,2,7,4,2,6,Denmark,Kangaroos,Superfan,Idealistic,Fair-weather,None
Blade Heisenburg,10,9,3,4,4,2,5,8,5,Hot chocolate,Fan Mail,Staff,Humorous,Zookeeper,Body
Sheep Bardot,3,3,7,1,8,1,7,4,4,Goats,Soldiers,Staff,Confident,Columnist,Body
Tell-all Snot,5,9,10,5,6,1,5,6,10,Tomato Juice,Presidents,Staff,Placid,Analyst,Body
Plum Flammia,9,4,5,3,7,5,3,1,6,Candles,Massages,Superfan,Romantic,There for the booze,Soul
Ledger Rock,3,4,3,2,6,4,3,8,9,Hot chocolate,Staplers,Superfan,Sage,There for the booze,None
Cornelius Noddy,3,9,3,5,9,2,8,7,9,Arcades,Boardgames,Superfan,Passionate,Optimist,Mind
Pending Investigation Hullaballoo,6,7,7,8,8,9,9,10,9,Denmark,Massages,Management,Focused,Head Coach,Mind
Patricia Agnor,9,5,5,6,4,6,7,10,10,Fast food,Summer Breeze,Player,Innovative,Hype,Mind
Twilight Whippersnapper,4,5,5,7,8,5,5,6,4,Pigeons,Candles,Management,Confident,Head Coach,Soul
Vince Guǎngchǎng,3,2,3,10,9,2,10,6,6,Sprinting,The Void,Player,Modest,Support,Mind
Sialoquent Flap,4,8,4,9,7,5,7,8,9,Boogers,Confetti,Staff,Appreciative,Mycologist,Mind
Vitalik Junior,8,10,9,7,7,7,8,5,3,NFTs,Mattresses,Superfan,Focused,Optimist,Body
Blade Jimenez,8,4,1,8,6,4,2,3,7,Algorythms,Running water,Player,Modest,Investigator,Soul
Koji Synopsis,8,2,7,10,6,10,5,6,3,Sunglasses,Diabetes,Superfan,Wise,Full kit wanker,Soul
Bashful Morgan,9,9,6,1,4,3,7,2,2,Nail Salons,Catapults,Superfan,Idealistic,There for the booze,None
Ovenmits Caparasso,7,6,9,2,5,2,10,9,6,Black Sand,Choking,Superfan,Appreciative,Pessimist,Body
Achilles Mikan,5,7,7,7,10,8,10,6,5,Betting,Amsterdam,Management,Innovative,Assistant Coach,None
Yolanda Skidmark,7,9,3,7,5,9,6,3,9,Arcades,Snogging,Staff,Focused,Hype person,Soul
Gorakh Sanders,5,2,1,4,5,5,7,4,10,Blenders,Samurai Art,Player,Wise,Support,Mind
Enormous Potato,3,2,7,1,7,4,2,9,8,Ambulances,Shoe horns,Staff,Innovative,Zookeeper,Mind
Bumbershoot Gonzales,8,1,3,2,3,2,10,10,8,Chains,Solid furniture,Player,Modest,Investigator,Mind
Brandon Rock,1,1,5,7,4,6,6,3,3,Scooters,Sci-Fi,Superfan,Stoic,Fair-weather,Soul
Tell-all Johnson,5,9,6,4,1,6,1,2,8,Programmers,Restaurants,Superfan,Passionate,Pessimist,Body
Cleopatra Cough,7,6,7,3,9,5,5,5,10,Breakfast,Cheeseburgers,Player,Confident,Support,Body
Malaika Umbrella,4,5,7,2,2,1,3,2,10,Moustaches,Carpets,Player,Focused,Support,Body
William Robinson,8,7,9,9,8,10,5,3,2,New York,Dentists,Superfan,Placid,Fair-weather,Soul
Enormous DNA,8,2,8,4,7,2,8,5,5,Blue,Marble,Superfan,Placid,Fair-weather,Mind
Revenue Kingdom,8,6,2,6,6,9,9,4,4,Relatives,Justice,Superfan,Compassionate,Hardcore,Soul
Sarah Bockham,1,8,4,4,7,6,8,6,9,Groundhogs,Attics,Superfan,Confident,There for the booze,Mind
Linda Smith,6,4,4,8,5,7,7,7,10,Grass,Mothers,Player,Passionate,Consistency,Mind
Body Sialoquent,2,4,8,9,5,9,5,10,6,Petrol,AM Radio,Staff,Modest,Mycologist,Soul
Phlegm Oysterbury,3,4,5,4,7,7,1,4,2,Statuary,Cigars,Player,Passionate,Consistency,Soul
Jemimah King,4,6,9,5,8,8,2,3,3,Lids,Candles,Player,Modest,Hype,Soul
Hero Skidmark,4,9,9,2,2,2,3,7,9,Lids,1AM,Superfan,Stoic,Fair-weather,Body
Constantinople Colander,9,5,7,2,4,3,2,3,4,Cheese,NFTs,Player,Appreciative,Support,Body
Tristian Cough,10,4,9,8,9,8,5,4,5,Bibles,Pajamas,Superfan,Passionate,There for the booze,Soul
Angela Piles,10,9,9,7,9,9,9,9,10,Champagne,Church,Superfan,Wise,There for the booze,Body
Rodd Lopez,8,4,5,10,4,10,6,9,9,Chains,Glasses,Superfan,Appreciative,Hardcore,Mind
O'Yacklebrunt Ginsberg,3,2,4,7,7,4,4,8,6,Dinosaurs,Oreos,Superfan,Humorous,Corporate guest,Mind
Samantha Panda,5,2,4,7,9,5,9,7,5,Earthquakes,Movies,Staff,Innovative,Cook,Soul
Ashley Facsimile,2,5,2,8,5,8,5,9,3,Dogs,Laughing Gas,Staff,Sage,Scout,Mind
Kai Trickle,6,2,2,10,6,7,9,7,3,Jeans,The Moon,Player,Idealistic,Support,Mind
Shrimpgun Log,2,3,4,9,8,6,3,4,6,Public Bathrooms,Massages,Superfan,Romantic,Full kit wanker,Soul
Galactic Space Explorer Morgan,7,5,9,8,5,6,9,7,9,Spatulas,Jewelery,Player,Humorous,Hype,Body
Laura Paquet,7,1,4,8,3,5,3,3,4,Denmark,Children,Staff,Romantic,Contract negotiater,Soul
Guitar Unit,5,6,9,5,7,2,4,6,7,Denmark,Graffiti,Superfan,Placid,Fair-weather,Body
Kitten Victory,6,6,7,8,8,6,8,8,9,Screeching,Grannies,Staff,Compassionate,Marketing manager,Mind
Plunger gm,9,7,9,1,4,3,4,4,2,Pizza ovens,Laughing Gas,Player,Wise,General,None
Hana Machal,9,7,6,2,3,2,8,9,5,Rain,Tree Sap,Superfan,Placid,There for the booze,None
Daniel Channing,3,8,8,10,6,8,2,2,1,Slippers,Mushrooms,Player,Innovative,Investigator,Soul
Samantha Creepy,9,7,9,4,5,9,7,10,8,Windows,Torture,Superfan,Sage,Corporate guest,Body
Sharon Peterson,10,5,4,3,2,8,3,5,8,Protein Powder,Depth,Superfan,Innovative,Barstool,Body
ABC Clock,2,9,5,7,8,4,4,1,3,The Moon,Mattresses,Player,Focused,Consistency,Soul
Boudica Hugger,6,7,6,5,4,7,5,7,10,Styrofoam,Beat Poetry,Staff,Passionate,Security guard,Mind
Ayham Chipper,5,4,7,4,5,8,2,2,1,Priests,Pencil Sharpeners,Superfan,Modest,Corporate guest,Soul
Niall Capone,4,6,5,3,2,6,2,6,3,Electrocution,Buffets,Player,Compassionate,Hype,None
Bishti Exclaim,2,3,2,7,10,2,9,3,5,Plastic,Argon,Superfan,Focused,Optimist,Mind
Sandra Moreplease,4,9,7,4,6,6,6,1,8,Dreadlocks,Frost,Management,Romantic,GM,Body
Peregrine James,6,6,5,4,9,5,5,4,1,Pineapples,Frost,Superfan,Sage,Hardcore,Body
Piles Rivera,9,10,8,8,8,8,6,5,5,Eggs,Shoe horns,Player,Sage,General,Soul
Ajax DNA,5,2,1,10,7,6,7,4,4,Snow,Torture,Superfan,Idealistic,Gambler,None
Colson Phantom,1,2,7,10,10,9,1,2,5,Keyboards,Sweat,Staff,Placid,Brand manager,Soul
Glenda Parker,4,8,7,8,4,8,9,4,6,Birds,Tipping,Staff,Focused,Mascot,Soul
Ingrid Sweeper,8,7,9,9,4,5,7,3,3,Horses,Mothers,Staff,Romantic,Sponsorship director,Body
Rhoderick Junior,5,6,8,7,2,5,8,10,10,Highways,Cigars,Superfan,Idealistic,Optimist,Mind
Ciel McCulloch,7,9,1,8,8,7,4,4,9,Balconies,Mattresses,Superfan,Confident,Die-hard,Soul
Raymond Hughes,3,2,6,10,7,5,7,9,7,Lids,Pastrami,Player,Sage,Closer,Mind
Widdershins Frown,8,10,6,6,2,4,10,2,6,Toilet Paper,England,Player,Appreciative,Support,Body
Achilles Tweetly,4,6,4,10,9,1,8,9,5,Moustaches,Weapons,Player,Idealistic,General,Mind
Ingrid Hernandez,7,8,6,4,9,4,6,9,4,Calories,Grandfather,Superfan,Romantic,Corporate guest,None
Cornelius Bigly,8,9,7,9,7,9,7,7,7,VHS tapes,Clapping,Staff,Innovative,Investigative journalist,Soul
Houria Long,2,3,4,8,10,4,5,5,7,Pianos,Emojis,Player,Compassionate,General,Mind
Noun Armadillo,7,2,9,6,7,7,5,7,2,Witchcraft,Snogging,Superfan,Placid,Hardcore,Soul
Peregrine Johnson,1,3,8,8,6,5,5,8,2,Glass,Tuna,Superfan,Sage,Die-hard,Soul
Marmaduke De,9,9,4,6,6,6,3,6,9,Elves,Racecars,Player,Wise,Closer,Body
Davian Hero,6,8,5,7,8,10,4,5,4,Prime Numbers,Birth,Management,Sage,Director,None
Eric Flores,3,4,7,6,5,3,10,7,8,Travel,Pencil Sharpeners,Superfan,Sage,There for the booze,Mind
Namya Chassis,2,6,4,7,9,5,4,2,2,Prosthetic Limbs,Magic Tricks,Superfan,Modest,There for the booze,Soul
Helen Morningstar,7,7,10,6,6,6,4,9,4,Meteor Showers,Coral Reefs,Superfan,Focused,Die-hard,Body
Deep Kuàng,9,6,4,6,8,8,3,5,2,SIlence,Halloween,Superfan,Stoic,Pessimist,Soul
Angela Lootman,3,2,6,2,4,10,9,10,7,Debt,Public Speaking,Player,Stoic,Support,Mind
Ashley Momo,7,7,1,7,1,8,7,9,1,Goats,Music,Superfan,Confident,Hardcore,None
Eric Dragon,10,5,2,8,7,4,7,4,4,Marching Bands,Magic Tricks,Player,Confident,Hype,Body
King Ramos,3,4,8,9,1,10,7,4,6,Diet Soda,Mushrooms,Superfan,Idealistic,Die-hard,Mind
Mercutio Bennet,4,4,1,7,3,8,2,7,1,The Internet,Lanterns,Superfan,Modest,Gambler,Soul
Leghair Buttz,9,7,8,8,3,4,4,9,10,Calculus,Air Conditioning,Staff,Stoic,Analyst,Body
Teka Plug,1,2,1,8,9,10,7,6,4,Elves,Antibiotics,Player,Romantic,Support,None
Annabelle Flinch,2,7,1,3,5,3,9,5,6,Feet,Hot chips,Player,Passionate,Closer,Mind
Fury Whippersnapper,7,4,3,8,8,8,9,8,2,Concerts,New Socks,Superfan,Modest,Die-hard,Soul
Double Lasagna,4,3,4,5,2,2,8,7,10,Pineapples,Movies,Superfan,Sage,Full kit wanker,Mind
Lucifer Phillips,4,1,9,3,9,10,5,2,5,New York,Fraud,Player,Appreciative,Support,Soul
Maria Gaumond,7,5,6,7,7,9,5,7,2,Boogers,Pogs,Superfan,Appreciative,Optimist,Soul
Mojo Flammia,7,8,8,5,4,2,7,5,5,Plates,Movies,Superfan,Humorous,Fair-weather,Body
Sir Suitcases,8,4,9,2,5,3,2,4,5,Macaques,Jokers,Superfan,Sage,There for the booze,Body
Marina Abdullah,4,1,1,6,5,9,6,5,9,Insomnia,Zoos,Player,Humorous,Hype,Soul
Michelle Pounder,9,4,5,9,8,7,6,4,9,Manual Transmissions,Baloons,Player,Appreciative,General,None
Chilly Italics,4,4,5,9,10,9,4,8,3,Scaffolding,90s Rock,Superfan,Modest,Scarf Guy,Soul
Marina Martin,9,6,7,5,7,4,7,7,6,Pasta,Huffing,Player,Romantic,Consistency,Body
O'Yacklebrunt Rugs,7,8,5,10,9,5,3,4,7,Breakfast,Clouds,Superfan,Confident,Pessimist,Soul
Kai New-Roman,5,9,8,7,2,3,4,3,5,Love,Vigilantes,Superfan,Stoic,Barstool,Body
Timothy Hinode,2,3,2,6,4,2,8,6,5,Pianos,Sci-Fi,Superfan,Modest,Barstool,Mind
Lathan Shinobi,7,7,2,6,2,9,4,4,9,The Letter 'S',Folk Dance,Staff,Stoic,Sponsorship director,Mind
Malaika Green,9,8,8,5,1,4,7,8,9,Numbers,Puns,Staff,Placid,Sports Journalist,None
Krang Towel,3,3,9,9,3,5,2,3,3,Credit cards,Guns,Superfan,Romantic,There for the booze,Soul
Jason Hayfever,7,10,8,5,3,3,9,3,8,Diet Soda,Swimming Pools,Superfan,Confident,Scarf Guy,Body
Michelle Sargon,4,9,7,9,9,5,8,2,5,Basilisks,NFTs,Superfan,Sage,Barstool,Soul
Mundane Caparasso,7,7,4,10,7,6,1,4,7,Shoe laces,Baloons,Staff,Focused,Scout,Soul
Anthony Sargon,2,7,2,2,3,7,5,7,8,Gambling,Bad Speling,Superfan,Stoic,Pessimist,Mind
Janet Tweetly,4,1,4,5,8,3,7,7,6,Cuttlery,Guns,Superfan,Focused,Pessimist,Mind
Emmett Umbrella,9,5,10,8,2,7,6,7,10,Astrology,Fairies,Player,Modest,Consistency,Body
Shoelace Hellbender,2,7,3,7,9,8,2,4,2,Salt,Clapping,Superfan,Romantic,Die-hard,Soul
Crayola Hernandez,8,1,8,2,6,4,7,4,5,T-shirts,Samurai Art,Superfan,Sage,Die-hard,Body
